,Monthly Charge,Total Charges,Churn Label,Gender_Female,Gender_Male,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Tenure_group_1 - 12,Tenure_group_13 - 12,Tenure_group_25 - 12,Tenure_group_37 - 12,Tenure_group_49 - 12,Tenure_group_61 - 12
1306,50.8,50.8,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1307,95.1,307.4,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1308,94.65,2104.55,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False
1309,80.6,319.15,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1310,85.55,5084.65,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1311,50.8,3027.4,1,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False
1312,105.1,1582.75,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False
1313,110.1,1043.3,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1314,83.9,497.55,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1315,100.55,6215.35,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
1316,103.85,5017.9,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False
1317,24.6,24.6,1,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1318,98.9,1120.95,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1319,98.3,923.5,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False
1320,93.85,1625.65,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False
1321,81.15,952.3,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1322,79.05,434.5,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1323,74.4,215.8,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1324,44.7,44.7,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
1325,45.7,45.7,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1326,19.25,112.3,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1327,96.0,174.8,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1328,90.55,90.55,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1329,108.05,7532.15,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
1330,69.9,69.9,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1331,86.6,86.6,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1332,85.3,2917.5,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
1333,70.0,2416.1,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1334,95.35,660.9,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1335,90.1,1612.75,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1336,68.95,119.75,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1337,99.55,3204.65,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1338,57.45,990.85,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False
1339,53.65,696.35,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False
1340,83.75,2070.6,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
1341,79.45,3013.05,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
1342,69.75,2347.9,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
1343,19.65,19.65,1,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False
1344,39.5,210.75,1,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1345,97.1,3706.95,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
1346,80.0,412.5,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1347,84.7,832.05,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1348,89.55,185.55,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1349,90.6,1943.2,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1350,90.05,2169.8,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1351,99.05,4853.75,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False
1352,69.75,144.55,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1353,49.05,91.1,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1354,98.05,713.0,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1355,114.5,4527.45,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
1356,80.95,171.15,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1357,90.4,2178.6,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1358,56.15,168.15,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1359,94.4,387.2,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1360,78.95,2839.65,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
1361,44.85,893.55,1,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
1362,74.65,544.55,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False
1363,64.7,941.0,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1364,35.55,35.55,1,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1365,95.15,196.9,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1366,96.65,1162.85,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False
1367,31.35,31.35,1,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1368,89.75,1052.4,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1369,94.4,5610.25,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
1370,19.85,19.85,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1371,109.9,669.45,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1372,101.35,1553.95,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1373,60.15,60.15,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1374,90.45,593.45,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1375,94.25,4867.95,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
1376,74.9,74.9,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1377,80.25,80.25,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1378,69.0,1149.65,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1379,66.35,740.8,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1380,86.0,1532.45,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1381,80.3,250.05,1,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1382,90.55,2282.55,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
1383,75.9,143.35,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1384,45.85,45.85,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1385,49.95,810.2,1,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1386,78.3,2564.3,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
1387,76.95,228.4,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1388,45.3,45.3,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1389,19.4,289.3,1,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False
1390,90.15,987.95,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1391,45.05,45.05,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
1392,75.8,75.8,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1393,79.3,523.15,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1394,30.9,59.05,1,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1395,110.15,6448.05,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
1396,75.0,632.95,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1397,44.75,270.95,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1398,44.05,483.7,1,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1399,115.55,8127.6,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
1400,85.2,1553.9,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1401,97.65,3207.55,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False
1402,109.55,5124.55,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
1403,89.55,3474.45,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
1404,19.45,19.45,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1405,20.35,76.35,1,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
1406,99.5,5961.1,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False
1407,45.0,96.45,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1408,20.15,20.15,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
1409,105.0,7133.25,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True
1410,54.7,169.45,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1411,87.25,1258.6,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1412,79.95,857.2,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1413,88.35,1639.3,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1414,94.75,889.9,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1415,78.45,330.05,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1416,70.2,237.95,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1417,41.05,2452.7,1,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False
1418,85.6,813.85,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1419,70.0,347.4,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False
1420,49.95,49.95,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1421,69.25,1554.0,1,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1422,73.0,3001.2,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
1423,100.05,6254.2,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
1424,35.0,553.0,1,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1425,76.0,76.0,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1426,84.3,1308.4,1,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1427,101.1,1504.05,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1428,50.45,50.45,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1429,99.95,1132.75,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1430,91.4,193.6,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1431,80.8,332.45,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
1432,100.0,1534.75,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1433,20.55,20.55,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1434,85.3,424.15,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1435,70.4,281.0,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1436,98.8,3475.55,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False
1437,74.4,896.75,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
1438,98.75,2407.3,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1439,106.0,6547.7,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1440,104.7,4346.4,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
1441,55.05,102.75,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
1442,19.75,145.0,1,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False
1443,76.65,1313.55,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1444,42.6,72.4,1,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
1445,68.85,1970.5,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False
1446,90.0,190.05,1,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False
1447,75.35,1025.95,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False
1448,100.85,819.55,1,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1449,69.95,330.15,1,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1450,107.5,6873.75,1,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
